quote,author,book
"I encourage my patients to do what it takes to normalize their blood pressure so they do not require medication. Prescribing medications for high blood pressure has the effect of giving someone a permission slip. Medication has a minimal effect in reducing heart attack occurrence in patients with high blood pressure because it does not remove the underlying problem (atherosclerosis), it just treats the symptom. Patients given medication now falsely believe they are protected, and they continue to follow the same disease-causing lifestyle that led to the problem to begin with, until the inevitable occurstheir first heart attack or stroke. Maybe if high blood pressure medications had never been invented, doctors would have been forced to teach healthful living and nutritional disease causation to their patients. It is possible that many more lives could have been saved.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Beans or legumes are among the worlds most perfect foods. They stabilize blood sugar, blunt the desire for sweets, and prevent mid-afternoon cravings. Even
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Beans contain both insoluble and soluble fiber and are very high in resistant starch. While the benefits of fiber are well-known, resistant starch is proving to be another highly desirable dietary component. Although it is technically a starch, it acts more like fiber during digestion. Typically, starches found in carbohydrate-rich foods are broken down into glucose during digestion, and the body uses that glucose as energy. Much like fiber, resistant starch resists digestion and passes through the small intestine without being digested. Because of this, some researchers classify resistant starch as a third type of fiber.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Legume or bean intake is an important variable in the promotion of long life. An important longitudinal study showed that a higher legume intake is the most protective dietary factor affecting survival among the elderly, regardless of their ethnicity. The study found that legumes were associated with long-lived people in various food cultures, including the Japanese (soy, tofu, natto), the Swedes (brown beans, peas), and Mediterranean peoples (lentils, chickpeas, white beans).2 Beans and greens are the foods most closely linked in the scientific literature with protection against cancer, diabetes, heart disease, stroke, and dementia.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"If you have a significant layer of fat around your waist, it means you have regularly consumed food in response to toxic hunger or have eaten recreationally. The body does not store large amounts of fat when fed a wholesome natural diet and given only the amount of food demanded by true hunger.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"A study published in the Proceedings of the National Academy of Sciences found that restricting calories by 30 percent significantly increased life span in monkeys.27 The experimental diet, while still providing adequate nourishment, slowed monkeys metabolism and reduced their body temperatures, changes similar to those in the long-lived thin mice. Decreased levels of triglycerides and increased HDL (the good) cholesterol were also observed. Studies over the years, on many different species of animals, have confirmed that those animals that were fed less lived longest. In fact, allowing an animal to eat as much food as it desires can reduce its life span by as much as one-half.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Moderation kills.
","Joel Fuhrman, M.D.,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Dont be alarmed if during the first week or two of healthy eating, you feel worse and the desire to use food to curtail discomfort is heightened. This usually passes within the first four days.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"try to eat at least one pound of raw vegetables a day and one pound of cooked/steamed or frozen green or nongreen nutrient-rich vegetables a day as well.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Clearly, it is difficult to eat healthfully in our crazy world, where it seems that everyone else is on a mission to commit suicide with food.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"SERVES 3 1 mango, peeled, pitted, and cubed 2 tablespoons chopped fresh cilantro 4 green onions, thinly sliced 1 medium red bell pepper, seeded and chopped  cup frozen corn, thawed, or fresh corn off the cob 3 cups cooked black beans or 2 (15-ounce) cans no- or low-salt black beans, drained and rinsed 3 tablespoons fresh lime juice 1 teaspoon minced fresh garlic 1 teaspoon dried oregano 1 teaspoon ground cumin dash chili powder 9 cups chopped romaine lettuce If using fresh corn, water saut for 5 minutes or until tender. Mix all the ingredients except the lettuce in a bowl. Let stand for at least 15 minutes. Serve on top of the lettuce. Note: The vegetable mixture without the mango can be made a day ahead and refrigerated. Add the mango and a splash of lime juice just before serving.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Eat some beans with every lunch. Among your choices are chickpeas, black-eyed peas, black beans, cowpeas, split peas, lima beans, pinto beans, lentils, red kidney beans, soybeans, cannellini beans, pigeon peas, and white beans.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"One final note: soaking whole grains, such as brown rice, buckwheat, and quinoa, for a day before cooking them increases their nutritional value.3 Certain phytonutrients and vitamins are activated as the grain starts to germinate. These include powerful chemopreventive phenols that inhibit the growth of abnormal cells.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Nuts and seeds contain 150 to 200 calories per ounce. Eating a small amountone ounce or lesseach day, however, adds valuable nutrients and healthy unprocessed fats. Nuts and seeds are ideal in salad dressings, particularly when blended with fruits and spices or vegetable juice (tomato, celery, carrot). Always eat nuts and seeds raw because the roasting process alters their beneficial fats. Commercially packaged nuts and seeds are often cooked in hydrogenated oils, adding trans fats and sodium to your diet, so these are absolutely off the list. If
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Green vegetables are about half protein, a quarter carbohydrate, and a quarter fat.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Our body is like a machine. If we constantly run the machinery at high speed, it will wear out faster. Since animals with slower metabolic rates live longer, eating more calories, which drives up our metabolic rate, will cause us only to age faster. Contrary to what you may have heard and read in the past, our goal should be the opposite: to eat less, only as much as we need to maintain a slim and muscular weight, and no more, so as to keep our metabolic rate relatively slow.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"One ounce of nuts is about 200 calories and can fit into a cupped hand, so do not eat more than this one handful of nuts per day. They are best used in salads, salad dressings, and dips, because when eaten with greens, they greatly enhance the absorption of nutrients from the green vegetables. You should never snack on nuts and seeds; they should be part of a meal.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Chicken has about the same amount of cholesterol as beef, and the production of those potent cancer-causing compounds called heterocyclic amines (HCAs) is even more concentrated in grilled chicken than in beef.11 Another study from New Zealand that investigated heterocyclic amines in meat, fish, and chicken found the greatest contributor of HCAs to cancer risk was chicken.12 Likewise, studies indicate that chicken is almost as dangerous as red meat for the heart. Regarding cholesterol, there is no advantage to eating lean white instead of lean red meat.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"There are also stretch receptors in the stomach to signal satiety by detecting the volume of food eaten, not the weight of the food. If you are not filled up with nutrients and fiber, the brain will send out signals telling you to eat more food, or overeat.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Now, which food has more proteinbroccoli or steak? You were wrong if you thought steak. Steak has only 6.4 grams of protein per 100 calories and broccoli has 11.1 grams, almost twice as much.21
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"In our present toxic food environment, many have lost the ability to connect with the body signals
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"The modern food and drug industry has converted a significant portion of the worlds people to a new religiona massive cult of pleasure seekers who consume coffee, cigarettes, soft drinks, candy, chocolate, alcohol, processed foods, fast foods, and concentrated dairy fat (cheese) in a self-indulgent orgy of destructive behavior. When the inevitable results of such bad habits appearpain, suffering, sickness, and diseasethe addicted cult members drag themselves to physicians and demand drugs to alleviate their pain, mask their symptoms, and cure their diseases. These revelers become so drunk on their addictive behavior and the accompanying addictive thinking that they can no longer tell the difference between health and health care.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Your key to permanent weight loss is to eat predominantly those foods that have a high proportion of nutrients (noncaloric food factors) to calories (carbohydrates, fats, and proteins). In
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Processed carbohydrates, lacking in fiber, fail to slow sugar absorption, causing wide swings in glucose levels.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"One of my secrets to nutritional excellence and superior health is the one poundone pound rule. That is, try to eat at least one pound of raw vegetables a day and one pound of cooked/steamed or frozen green or nongreen nutrient-rich vegetables a day as well. One pound raw and one pound cookedkeep this goal in mind as you design and eat every meal. This may be too ambitious a goal for some of us to reach, but by working toward it, you will ensure the dietary balance and results you want. The more vegetables you eat, the more weight you will lose. The high volume of greens not only will be your secret to a thin waistline but will simultaneously protect you against life-threatening illnesses.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"website, DrFuhrman.com
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"To become healthy, disease-resistant, and permanently thin, you cant escape the necessity of eating large amounts of nutrient-rich, healthy food.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"The simple act of moving your body will do more for your brain than any riddle, math equation, mystery book, or even thinking itself.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Researchers have known for some time now that the cornerstone of all degenerative conditions, including brain disorders, is inflammation. But what they didnt have documented until now are the instigators of that inflammationthe first missteps that prompt this deadly reaction. And what they are finding is that gluten, and a high-carbohydrate diet for that matter, are among the most prominent stimulators of inflammatory pathways that reach the brain.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Ive had plenty more patients come through my doors and leave with a pain-free head, thanks to the adoption of a gluten-free diet.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"if you cannot control your hunger and appetite, good luck managing your blood chemistry, metabolism, waistline, and, in the bigger picture, the prospect of crippling your brain.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Test Ideal level  fasting blood glucose less than 95 milligrams per deciliter (mg/dL)  fasting insulin below 8 IU/ml (ideally, below 3)  hemoglobin A1C 4.8 to 5.4 percent  fructosamine 188 to 223 mol/L  homocysteine 8mol/L or less  vitamin D 80 ng/mL  C-reactive protein 0.00 to 3.0 mg/L  gluten sensitivity test with Cyrex array 3 test
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"To cure disease after it has appeared is like digging a well when one feels thirsty,
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"The origin of brain disease is in many cases predominantly dietary. Although several factors play into the genesis and progression of brain disorders, to a large extent numerous neurological afflictions often reflect the mistake of consuming too many carbs and too few healthy fats.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"As is the case for diabetes and cardiovascular disease, central obesity [belly fat] is also a risk factor for dementia.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"So what happens if you restrict your cholesterol intake, as so many people do today? The body sends out an alarm that indicates crisis (famine).
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Beyond calories, fat, protein, and micronutrients, we now understand that food is a powerful epigenetic modulatormeaning it can change our DNA for better or worse.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"We are designed to be smart people our entire lives. The brain is supposed to work well until our last breath.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar - Your Brain's Silent Killers"
"You can improve insulin sensitivity and reduce your risk of diabetes (not to mention all manner of brain diseases) simply by making lifestyle changes that melt that fat away. And if you add exercise to the dieting, youll stand to gain even bigger benefits.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Archives of Internal Medicine revealed that postmenopausal women who were put on statin drugs to lower their cholesterol had a nearly 48 percent increased risk of developing diabetes compared to those who werent given the drug.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"By far the most important fat for brain energy utilization is beta-hydroxybutyrate (beta-HBA), and well explore this unique fat in more detail in the next chapter. This is why the so-called ketogenic diet has been a treatment for epilepsy since the early 1920s and is now being reevaluated as a very powerful therapeutic option in the treatment of Parkinsons disease, Alzheimers disease,
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"The gene that turns on BDNF is activated by a variety of lifestyle habits, including physical exercise, caloric restriction, following a ketogenic diet, and the addition of certain nutrients like curcumin and the omega-3 fat DHA.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Eating high-cholesterol foods has no impact on our actual cholesterol levels, and the alleged correlation between higher cholesterol and higher cardiac risk is an absolute fallacy.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Increasing numbers of studies are confirming the link between gluten sensitivity and neurological dysfunction.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"We used to think that eggs were evil and margarine was magical, but now we know that eggs are among the worlds most nutrient-dense foods and that margarine contains deadly trans fats.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Weve known since the late 1970s that gluten breaks down in the stomach to become a mix of polypeptides that can cross the blood-brain barrier. Once they gain entry, they can then bind to the brains morphine receptor to produce a sensorial high. This is the same receptor to which opiate drugs bind, creating their pleasurable, albeit addicting, effect. The
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"We can change the expression of more than 70 percent of the genes that have a direct bearing on our health and longevity.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"U.S. Army researcher Dr. F. Curtis Dohan was among the first scientists to notice a relationship between postwar Europes food scarcity (and, consequently, a lack of wheat in the diet) and considerably fewer hospitalizations for schizophrenia.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"were going to explore what happens when the brain is bombarded by carbohydrates, many of which are packed with inflammatory ingredients like gluten that can irritate your nervous system. The damage can begin with daily nuisances like headaches and unexplained anxiety and progress to more sinister disorders such as depression and dementia.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"When your appetite hormones are not behaving properly, your brain becomes essentially disconnected from your stomach. It deceives you into thinking youre hungry when youre not, and further stimulates hard-to-resist cravings for foods that will perpetuate that vicious cycle of fat formation. This
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Ive already begun to outline, cholesterolno matter which kindis not as terrible as youve been taught to believe. Some of the most remarkable studies of late on the biological value of cholesteroland for brain health in particularclue us in on how the pieces to this puzzle fit together and tell a coherent story. As weve seen, science is only recently discovering that both fat and cholesterol are severely deficient in diseased brains and that high total cholesterol levels in late life are associated with increased longevity.24 The brain holds only 2 percent of the bodys mass but contains 25 percent of the total cholesterol, which supports brain function and development. One-fifth of the brain by weight is cholesterol!
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"that if we live to be eighty-five years or older, our risk for Alzheimers is an astounding 50 percent,
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Those who experience symptoms complain of abdominal pain, nausea, diarrhea, constipation, and intestinal distress. Some people, however, dont experience obvious signs of gastrointestinal trouble, but they could nevertheless be experiencing a silent attack elsewhere in their body, such as in their nervous system.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"As an example, a recent report in the prestigious Archives of Internal Medicine revealed that postmenopausal women who were put on statin drugs to lower their cholesterol had a nearly 48 percent increased risk of developing diabetes compared to those who werent given the drug.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Whats more, as we consume carbohydrates we stimulate an enzyme called lipoprotein lipase that tends to drive fat into the cell; the insulin secreted when we consume carbohydrates makes matters worse by triggering enzymes that lock fat tightly into our fat cells.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Scores of studies have confirmed the value of eggs, which are quite possibly the worlds most perfect food; the yolk is the most nutritious part.2 In
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"To think that we are spending up to $215 billion a year on dementia care in this countryfar more than were spending on any other diseaseis infuriating when we consider that the vast majority of these dementia cases could have been prevented with simple lifestyle modifications early in the life cycle.
","David Perlmutter,
","Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers"
"Its never too late to start eating well. A good diet can reverse many of those conditions as well. In short: change the way you eat and you can transform your health for the better.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Every kilogram of beef requires 100,000 liters of water to produce. By comparison, a kilogram of wheat requires just 900 liters, and a kilogram of potatoes just 500 liters.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"The first problem for all of us, men and women, is not to learn but to unlearn. GLORIA STEINEM
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"What you eat every day is a far more powerful determinant of your health than your DNA or most of the nasty chemicals lurking in your environment.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"With industry's sales and marketing machines cloaked in mantles of charitable virtue, no wonder most Americans don't realize that the junk that passes for food is in fact the biggest contributor to our health crisis, and the junk that passes for medicine keeps us just well enough to continue to spend on both the food and the medicine.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Nutrition is not a mathematical equation in which two plus two is four. The food we put in our mouths doesnt control our nutritionnot entirely. What our bodies do with that food does.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Side effects of those very same prescription drugs are the third leading cause of death, behind heart disease and cancer. Thats right! Prescription drugs kill more people than traffic accidents. According to Dr. Barbara Starfield, writing in the Journal of the American Medical Association in 2000, adverse effects of medications (from drugs that were correctly prescribed and taken) kill 106,000 people per year.5 And that doesnt include accidental overdoses.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"These days, the supplement industry has the process down to a science. New scientific research on single nutrients generalizes in a very superficial way about their ability to promote human health. Companies put these newly discovered nutrients into pills, organize public relations campaigns, and write marketing plans to encourage a confused public to buy.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"At this point, any scientist, doctor, journalist, or policy maker who denies or minimizes the importance of a whole food, plant-based diet for individual and societal well-being simply isnt looking clearly at the facts. Theres just too much good evidence to ignore anymore.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Weve discovered that cows milk protein at reasonable levels of intake markedly promotes experimental cancer growth, which is outside of the nutrition paradigm. Weve discovered that experimental cancer growth can be turned on and off by altering practical levels of nutrient intake, and can be treated by nutritional means, which is outside of the cancer treatment paradigm.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"First, nutrition is the master key to human health. Second, what most of us think of as proper nutritionisnt.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"By now, I hope you recognize this as one more example of the reductionist paradigm at work, even when it's couched in natural and alternative terms. As we saw in chapter ten, one of the major problems with modern medicine is its reliance on isolated, unnatural chemical pharmaceuticals as the primary tool in the war against disease. But the medical profession isn't the only player in the health-care system that has embraced this element of reductionism. The natural health community has also fallen prey to the ideology that chemicals ripped from their natural context are as good as or better than whole foods. Instead of synthesizing the presumed ""active ingredients"" from medicinal herbs, as done for prescription drugs, supplement manufacturers seek to extract and bottle the active ingredients from foods known or believed to promote good health and healing. And just like prescription drugs, the active agents function imperfectly, incompletely, and unpredictably when divorced from the whole plant food from which they're derived or synthesized.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"So removing vitamin E from its context within plant foods is like sending a general into battle without any troops.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Western culture is hell-bent on ignoring, disbelieving, and, in some cases, actively twisting the truth about what we should be eatingso much so that it can be hard for us to believe that weve been lied to all these years.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"That's another pitfall of reductionism: Until scientists have the means to isolate and measure things, they insist those things don't and can't exist, and anyone who says otherwise is ignorant an superstitious.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Lets start with the most prominent ecological crisis of our time: global warming. When you look seriously at the numbers, you find that switching from a meat-based to a plant-based diet would do more to curb and reverse global warming than any other initiative.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"If you only have a hammer, you tend to see every problem as a nail.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Truly winning the war on cancer requires individual responsibility for our food choices; as long as we wait for the next pharmaceutical breakthrough or genetic engineering miracle to save us, we wont use the considerable power we already possess to end this scourge. In
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"there is almost no direct relationship between the amount of a nutrient consumed at a meal and the amount that actually reaches its main site of action in the bodywhat is called its bioavailability.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"The evidence cited here represents only an infinitesimally small fraction of the total number of interactions operating every moment in our bodies. Clearly, the common belief that we can investigate the effects of a single nutrient or drug, unmindful of the potential modifications by other chemical factors, is foolhardy. This evidence should also make us extremely hesitant to mega-dose on nutrients isolated from whole foods. Our bodies have evolved to eat whole foods, and can therefore deal with the combinations and interactions of nutrients contained in those foods.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Focusing on individual nutrients, their identities, their contents in food, their tissue concentrations, and their biological mechanisms, is like using math and physics to catch balls. Its not the way nature evolved, and it makes proper nutrition far more difficult than it needs to be. Our bodies use countless mechanisms, strategically placed throughout our digestion, absorption, and transport and metabolic pathways, to effortlessly ensure tissue concentrations consistent with good healthno database consultation required. But as long as we let reductionism guide our research and our understanding of nutrition, good health will remain unattainable.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"a well-conceived experiment was like setting the table beautifully and inviting Truth to dinner.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"You cant patent a recommendation to eat lots of fruits, vegetables, nuts, seeds, and whole grains. So theres no incentive for industry to invest in such research and no incentive for researchers to study and validate such claims.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Population studies begun forty to fifty years ago show that when people migrate from one country to another, they acquire the cancer rate of the country to which they move, despite the fact their genes remain the same.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Even rational, data-driven scientists could be sent into prolonged states of hysteria when presented with evidence that their favorite foods might be killing them.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Real scientists investigate parts, not wholes. But this diminishes the goals of true science. What most scientists are doing today really should be called technology, not science.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Part of our current paradigm is that bad stuff in the environment causes cancer, and the more enlightened elements involved in the war on cancer seek to reduce our exposure to that bad stuff. Not part of our current paradigm is that the food we eat is a much more powerful determinant of cancer than just about any environmental toxin.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"One way to identify the optimal human diet, pretty obvious to all but fundamentalist reductionists, is to survey and compare populations as they already exist, and see what they eat and how healthy they are.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"The ideal human diet looks like this: Consume plant-based foods in forms as close to their natural state as possible (whole foods). Eat a variety of vegetables, fruits, raw nuts and seeds, beans and legumes, and whole grains. Avoid heavily processed foods and animal products. Stay away from added salt, oil, and sugar. Aim to get 80 percent of your calories from carbohydrates, 10 percent from fat, and 10 percent from protein.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"If we limit our sight to individual players, we'll never see the big picture. The issue is a systemic one, maintained by interconnected actors, all acting in their self-interest to further their goals. The trouble is not, or not always, the actors themselves, or their intrinsic motivations. Instead, it's the overarching goal of the entire system that's at fault: corporate profit above public health.
","T. Colin Campbell,
",Whole: Rethinking the Science of Nutrition
"Driving a hybrid car could save about one ton of carbon-dioxide emissions per year but adopting a plant-based diet would save nearly one and a half tons over a comparable period.""","Gene Stone,
",Forks Over Knives: The Plant-Based Way to Health
"Overall, between 1996 and 2005, the number of Americans of all ages who suffer from three or more chronic diseases increased by 86 percent.
","Gene  Stone,
",Forks Over Knives: The Plant-Based Way to Health
"One quarter of what you eat keeps you alive. The other three quarters keep your doctor alive. EGYPTIAN PROVERB
","Gene  Stone,
",Forks Over Knives: The Plant-Based Way to Health
